path,balance_y1,rate_y1,rate_shift,core_ratio,eve_path,nii_path,dEVE_path,dNII_path,worst_dEVE,worst_dNII
0,21082.577843552815,0.036398640683831605,-0.0011013593161683932,0.9310044914688799,20966.021764462006,774.737521433635,2412.715408652075,69.27103300151816,2351.1875265697163,-352.3805238695382
1,22400.964003583533,0.023230742046295993,-0.014269257953704005,0.8153528914238981,22330.830555781657,527.2401407619932,3777.5241999717255,-178.2263476701237,3719.152537748185,-626.2313565882816
2,20223.844086407596,0.03238749685654161,-0.005112503143458388,0.9383397428778991,20123.282459587994,662.1158606411129,1569.9761037780627,-43.350627791003944,1510.194014627883,-447.82750951915574
3,15329.979213271952,0.04829171458069423,0.01079171458069423,0.8244589688587374,15231.018598956509,745.0504896016697,-3322.2877568534223,39.584001169552835,-3361.4088356792527,-267.01558309588603
4,21489.022245073247,0.024638301168138543,-0.012861698831861456,0.8708477716734989,21413.00273081864,536.4704891172894,2859.696375008709,-168.9959993148275,2800.075137610558,-598.7764320243202
5,19709.630913852692,0.040093992728407565,0.0025939927284075667,0.9790353993817056,19583.860845855306,797.4738161917583,1030.5544900453751,92.00732775964138,970.4010000534327,-302.1852905174124
6,24304.653113473898,0.03716625802939028,-0.0003337419706097161,0.8349072963942178,24181.43093475171,910.9224089355563,5628.124578941777,205.45592050343942,5564.4453138337485,-280.63714176603855
7,18091.015589320046,0.04485181116178802,0.00735181116178802,0.8406324375739043,17980.199395781132,817.1176632865561,-573.1069600287992,111.6511748544392,-620.3646694005074,-250.16913693196153
8,21939.21737631492,0.037597490705060584,9.749070506058499e-05,0.8211257118353165,21828.552999391115,831.6149593981094,3275.246643581184,126.14847096599249,3218.7256538614965,-312.6358765603058
9,20456.63540927091,0.043326583756346064,0.005826583756346065,0.9315982914914281,20322.604021736148,893.462499430944,1769.2976659262167,187.99601099882716,1710.079447435528,-221.13669718659094
10,17440.74618044442,0.03373291678081857,-0.0037670832191814274,0.8501812893574208,17358.8422643549,593.8875537297573,-1194.4640914550328,-111.57893470235956,-1241.1817839833311,-460.393858311248
11,18608.137629689645,0.041871571867066054,0.0043715718670660556,0.8717144830382016,18497.63713567814,785.2347211584593,-55.66922013179283,79.76823272634238,-106.22849445564498,-292.3945198674506
12,27739.850961506836,0.025670371458355906,-0.011829628541644092,0.9148853573946295,27632.62998813447,721.6091351070171,9079.32363232454,16.14264667490022,8998.648558901845,-538.6543725474573
13,16243.575791939795,0.05272185459077479,0.01522185459077479,0.9109053970872455,16117.718663288224,861.9399671912264,-2435.587692521707,156.47347875910953,-2481.046141715862,-168.39803707968633
14,19020.19864850007,0.04064870011393797,0.0031487001139379744,0.8341822414851936,18915.089397721076,779.0961009948878,361.7830419111451,73.62961256277094,312.21024922610013,-306.77436040723046
15,21371.3337811927,0.029810742941297486,-0.007689257058702513,0.9375678437926794,21273.402763827733,644.6090932160291,2720.096408017802,-60.85739521608775,2656.7658296747686,-488.2840708399417
16,13088.559120244834,0.03052344342047117,-0.0069765565795288295,0.8538717843843818,13032.566173930454,403.69879313121237,-5520.740181879477,-301.7676953009045,-5556.093113513338,-563.5388777058012
